Latitude,Longitude,Date,Town,Oblast,Country,Incident_type,Incident_sub_type,Source_1
47.097133,37.543367,2022-05-15,Mariupol,Donetsk Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/wives-of-besieged-azovstal-garrison-we-need-to-save-heroes-lives-not-give-posthumous-awards
46.7737707,36.8034779,2022-05-16,Berdyans'k,Zaporizhia Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/mariupol-evacuees-people-just-dying-city-in-chaos
47.097133,37.543367,2022-05-16,Mariupol,Donetsk Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/264-azovstal-defenders-evacuated-to-russian-controlled-territory-promised-medical-treatment
48.1031637,38.5920837,2022-05-21,NA,Donbas,UA,security,arrest_score,https://kyivindependent.com/national/andriy-zagorodnyuk-those-saying-ukraine-cant-win-dont-understand-the-situation
47.8388,35.139567,2022-05-22,Zaporizhzhia,Zaporizhia Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/ukrainians-fleeing-russian-occupation-we-decided-it-was-scarier-to-stay-so-we-left
46.975033,31.994583,2022-05-24,Mykolaiv,Mykolaiv Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/mykolaiv-holds-on-through-russian-bombardment-lack-of-water
48.9897585,37.8049964,2022-05-27,Lyman,Donetsk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/welcome-to-hell-ukrainian-airborne-fighting-russia-in-donbas-woods
49.9935,36.230383,2022-06-07,Kharkiv,Kharkiv Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/portrait-of-the-invader-understanding-the-russian-soldier
48.1031637,38.5920837,2022-06-15,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/ukraines-military-expects-massive-arms-supplies-as-russias-war-deteriorates
48.9481767,38.4878773,2022-06-15,Severodonetsk,Luhansk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/russian-troops-seize-majority-of-embattled-sievierodonetsk-civilian-evacuation-continues-despite-complications
48.1031637,38.5920837,2022-06-16,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/ukrainian-counterattacks-exploit-russias-focus-but-are-stymied-by-lack-of-weapons
50.4501,30.5234,2022-06-16,Kyiv,Kyiv City,UA,targeted,abduction_score,https://kyivindependent.com/national/leaders-of-france-germany-italy-visit-ukraine-to-underscore-support-despite-criticism
48.1031637,38.5920837,2022-06-17,NA,Donbas,UA,security,arrest_score,https://kyivindependent.com/national/putin-claims-western-sanctions-failed-says-us-fading-world-power
48.1031637,38.5920837,2022-06-19,NA,Donbas,UA,air,loitering_munition_score,https://kyivindependent.com/national/serhiy-prytula-flawed-political-system-has-not-vanished-it-has-laid-low-until-war-ends
48.4518702,38.4948983,2022-06-22,Stepanivka,Luhansk Oblast,UA,security,arrest_score,https://kyivindependent.com/national/volunteers-keep-donbas-running-through-its-darkest-hours
48.1031637,38.5920837,2022-06-25,NA,Donbas,UA,missile,,https://kyivindependent.com/national/sievierodonetsk-falls-to-russia-fighting-shifts-to-lysychansk
49.065783,33.410033,2022-06-28,Kremenchuk,Poltava Oblast,UA,missile,,https://kyivindependent.com/national/minister-says-at-least-18-killed-seven-body-fragments-found-after-russian-missile-strike-on-kremenchuk-mall
48.9110806,38.4264294,2022-06-30,Lysychans'k,Luhansk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/as-ukraine-withdraws-from-sievierodonetsk-battle-of-donbas-enters-next-phase
46.0291026,30.3651852,2022-07-01,Serhiivka,Odessa Oblast,UA,missile,,https://kyivindependent.com/national/russias-missile-attack-on-residential-building-leisure-complex-in-odesa-oblast-kills-19
48.574041,39.307815,2022-07-03,Luhansk,Luhansk Oblast,UA,security,arrest_score,https://kyivindependent.com/national/both-ukraine-and-russia-claim-to-control-lysychansk-ukraines-last-major-bastion-in-luhansk-oblast
50.4501,30.5234,2022-07-06,Kyiv,Kyiv City,UA,missile,,https://kyivindependent.com/national/kyiv-residents-lose-their-homes-after-latest-missile-strike
48.8532,37.6053,2022-07-06,Slovyansk,Donetsk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/sloviansk-under-fire-as-russias-war-enters-new-phase
48.015883,37.80285,2022-07-07,Donetsk,Donetsk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/1234
50.4501,30.5234,2022-07-08,Kyiv,Kyiv City,UA,security,arrest_score,https://kyivindependent.com/national/ukrainians-decry-assassination-of-japans-ex-pm-shinzo-abe
49.233083,28.468217,2022-07-14,Vinnytsia,Vinnytsia Oblast,UA,missile,,https://kyivindependent.com/national/russian-missile-hits-downtown-vinnytsia
49.233083,28.468217,2022-07-14,Vinnytsia,Vinnytsia Oblast,UA,targeted,arson_score,https://kyivindependent.com/national/victims-burned-alive-in-deadly-russian-strike-on-vinnytsia-says-local-prosecutor
50.4501,30.5234,2022-07-17,Kyiv,Kyiv City,UA,security,arrest_score,https://kyivindependent.com/national/zelensky-fires-prosecutor-general-security-service-chief
48.560407,38.6487184,2022-07-20,Kadiivka,Luhansk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/exclusive-inside-ukraines-covert-operation-to-take-out-elite-wagner-group-mercenaries-in-donbas
48.1031637,38.5920837,2022-07-25,NA,Donbas,UA,targeted,abduction_score,https://kyivindependent.com/national/after-8-years-of-helping-people-in-war-torn-east-vostok-sos-humanitarian-efforts-become-as-essential-as-ever
